Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
bundle of His cell action potential (GO:0086043),1/5,0.013428510503704937,0.07048071332170557,0,0,94.06603773584904,405.4599145949008,CACNA2D1
cellular response to antibiotic (GO:0071236),1/5,0.013428510503704937,0.07048071332170557,0,0,94.06603773584904,405.4599145949008,TP53
cellular response to nicotine (GO:0071316),1/5,0.013428510503704937,0.07048071332170557,0,0,94.06603773584904,405.4599145949008,BAD
cellular response to testosterone stimulus (GO:0071394),1/5,0.013428510503704937,0.07048071332170557,0,0,94.06603773584904,405.4599145949008,AR
regulation of integrin biosynthetic process (GO:0045113),1/5,0.013428510503704937,0.07048071332170557,0,0,94.06603773584904,405.4599145949008,AR
positive regulation of amine transport (GO:0051954),1/5,0.013428510503704937,0.07048071332170557,0,0,94.06603773584904,405.4599145949008,KCNB1
positive regulation of long-term synaptic depression (GO:1900454),1/5,0.013428510503704937,0.07048071332170557,0,0,94.06603773584904,405.4599145949008,KCNB1
positive regulation of metallopeptidase activity (GO:1905050),1/5,0.013428510503704937,0.07048071332170557,0,0,94.06603773584904,405.4599145949008,MBP
positive regulation of prostaglandin biosynthetic process (GO:0031394),1/5,0.013428510503704937,0.07048071332170557,0,0,94.06603773584904,405.4599145949008,ANXA1
cellular response to nutrient levels (GO:0031669),2/66,0.013743789789728369,0.07173022873403176,0,0,11.948317307692308,51.22444610721821,KCNB1;MTOR
positive regulation of multicellular organismal process (GO:0051240),4/345,0.013983029122014393,0.07257113996844342,0,0,4.599413489736071,19.63908574859944,FGA;BAD;CFL1;MTOR
peptidyl-threonine modification (GO:0018210),2/67,0.01414240690271311,0.07299053340344712,0,0,11.763905325443789,50.09750151432616,MAP2K1;CDK1
negative regulation of cellular catabolic process (GO:0031330),2/69,0.01495456448996044,0.07529396085668136,0,0,11.411595866819749,47.959955677421554,EIF4E;MTOR
carbohydrate homeostasis (GO:0033500),2/70,0.015368047532300751,0.07529396085668136,0,0,11.243212669683258,46.94563829797736,BAD;KCNB1
cellular response to light stimulus (GO:0071482),2/70,0.015368047532300751,0.07529396085668136,0,0,11.243212669683258,46.94563829797736,TP53;CDC25A
wound healing (GO:0042060),2/70,0.015368047532300751,0.07529396085668136,0,0,11.243212669683258,46.94563829797736,ERBB2;RAF1
cellular response to tumor necrosis factor (GO:0071356),3/194,0.015514371253775349,0.07529396085668136,0,0,6.084077610101632,25.346197399122183,CD27;FOXO3;TP53
positive regulation of intracellular signal transduction (GO:1902533),5/546,0.015690761797104467,0.07529396085668136,0,0,3.6600777094571657,15.206463225170449,BAD;ERBB2;CD27;TP53;ESR1
response to metal ion (GO:0010038),2/71,0.01578642864867826,0.07529396085668136,0,0,11.079710144927535,45.96533707599713,FGA;PPP2CB
regulation of collagen fibril organization (GO:1904026),1/6,0.016092906355470643,0.07529396085668136,0,0,75.24905660377358,310.73170127161313,RB1
regulation of glucokinase activity (GO:0033131),1/6,0.016092906355470643,0.07529396085668136,0,0,75.24905660377358,310.73170127161313,BAD
regulation of thymocyte apoptotic process (GO:0070243),1/6,0.016092906355470643,0.07529396085668136,0,0,75.24905660377358,310.73170127161313,TP53
regulation of type B pancreatic cell proliferation (GO:0061469),1/6,0.016092906355470643,0.07529396085668136,0,0,75.24905660377358,310.73170127161313,NR4A1
hepatocyte differentiation (GO:0070365),1/6,0.016092906355470643,0.07529396085668136,0,0,75.24905660377358,310.73170127161313,ANXA1
response to testosterone (GO:0033574),1/6,0.016092906355470643,0.07529396085668136,0,0,75.24905660377358,310.73170127161313,AR
induction of bacterial agglutination (GO:0043152),1/6,0.016092906355470643,0.07529396085668136,0,0,75.24905660377358,310.73170127161313,FGA
type B pancreatic cell proliferation (GO:0044342),1/6,0.016092906355470643,0.07529396085668136,0,0,75.24905660377358,310.73170127161313,BAD
protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:0001844),1/6,0.016092906355470643,0.07529396085668136,0,0,75.24905660377358,310.73170127161313,BAD
extrinsic apoptotic signaling pathway (GO:0097191),2/72,0.016209679409403953,0.07529396085668136,0,0,10.92087912087912,45.0174660560013,BAD;CD27
response to ionizing radiation (GO:0010212),2/72,0.016209679409403953,0.07529396085668136,0,0,10.92087912087912,45.0174660560013,ANXA1;TP53
positive regulation of protein secretion (GO:0050714),2/72,0.016209679409403953,0.07529396085668136,0,0,10.92087912087912,45.0174660560013,FGA;BAD
positive regulation of secretion by cell (GO:1903532),2/72,0.016209679409403953,0.07529396085668136,0,0,10.92087912087912,45.0174660560013,FGA;KCNB1
regulation of cell population proliferation (GO:0042127),6/764,0.016579696293794455,0.07662954157679129,0,0,3.16424802110818,12.972076660012618,AR;MAP2K1;CHRM1;ERBB2;RAF1;TP53
regulation of peptide hormone secretion (GO:0090276),2/74,0.017070676702069677,0.07850821116941946,0,0,10.616452991452991,43.21313700492695,FGA;KCNB1
generation of neurons (GO:0048699),3/202,0.017263263694291264,0.07881888490720781,0,0,5.837126810523205,23.693916426000204,MAP2K1;ERBB2;DCX
positive regulation of growth (GO:0045927),2/76,0.01795081422272284,0.07881888490720781,0,0,10.328482328482329,41.52173635894564,RPS6KA1;ERBB2
cellular response to UV (GO:0034644),2/77,0.018397990686682745,0.07881888490720781,0,0,10.19025641025641,40.71531033833909,TP53;CDC25A
negative regulation of neurotransmitter secretion (GO:0046929),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,RAP1B
regulation of glial cell differentiation (GO:0045685),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,CDK1
negative regulation of type 2 immune response (GO:0002829),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,ANXA1
regulation of microtubule binding (GO:1904526),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,PPP2CB
regulation of norepinephrine secretion (GO:0014061),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,KCNB1
photoreceptor cell differentiation (GO:0046530),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,DCX
regulation of prostaglandin biosynthetic process (GO:0031392),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,ANXA1
positive regulation of catecholamine secretion (GO:0033605),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,KCNB1
positive regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000343),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,MBP
regulation of T-helper 1 cell differentiation (GO:0045625),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,ANXA1
Golgi disassembly (GO:0090166),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,CDK1
response to lead ion (GO:0010288),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,PPP2CB
positive regulation of mitochondrial membrane potential (GO:0010918),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,BAD
positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,ANXA1
positive regulation of vesicle fusion (GO:0031340),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,ANXA1
positive regulation of voltage-gated calcium channel activity (GO:1901387),1/7,0.018750240650692064,0.07881888490720781,0,0,62.70440251572328,249.34710980306107,CACNA2D1
negative regulation of apoptotic signaling pathway (GO:2001234),2/78,0.018849868567545856,0.07888075630292839,0,0,10.055668016194332,39.933564949004506,RB1;AR
negative regulation of cell population proliferation (GO:0008285),4/379,0.01907831783155569,0.07947873213235532,0,0,4.175146666666667,16.530252292969855,AR;MAP2K1;RAF1;TP53
regulation of cellular response to heat (GO:1900034),2/79,0.019306420224279683,0.0797140639482481,0,0,9.924575424575425,39.175451089946186,CAMK2G;MTOR
regulation of ion transport (GO:0043269),2/79,0.019306420224279683,0.0797140639482481,0,0,9.924575424575425,39.175451089946186,CHRM1;KCNA2
phosphate-containing compound metabolic process (GO:0006796),3/212,0.019598836301390365,0.08016570070075,0,0,5.555023923444976,21.8439377314594,BCKDK;PFKL;MTOR
negative regulation of cell cycle (GO:0045786),2/80,0.01976761811547072,0.08016570070075,0,0,9.796844181459566,38.43997674508189,RB1;NR4A1
negative regulation of cellular component organization (GO:0051129),2/80,0.01976761811547072,0.08016570070075,0,0,9.796844181459566,38.43997674508189,AR;RAF1
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),2/80,0.01976761811547072,0.08016570070075,0,0,9.796844181459566,38.43997674508189,FGA;AR
positive regulation of macromolecule metabolic process (GO:0010604),4/384,0.01991293474377998,0.08016570070075,0,0,4.119157894736842,16.13221136859155,AR;MAP2K1;TP53;MTOR
phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200),2/81,0.02023343481250457,0.08016570070075,0,0,9.672346640701072,37.72620320128746,CHRM1;ESR1
positive regulation of cellular amide metabolic process (GO:0034250),2/81,0.02023343481250457,0.08016570070075,0,0,9.672346640701072,37.72620320128746,ERBB2;MTOR
alpha-beta T cell activation (GO:0046631),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,ANXA1
negative regulation of phospholipase activity (GO:0010519),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,ANXA1
negative regulation of regulated secretory pathway (GO:1903306),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,RAP1B
regulation of myeloid leukocyte differentiation (GO:0002761),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,MTOR
regulation of phospholipase A2 activity (GO:0032429),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,ANXA1
regulation of protein localization to chromatin (GO:1905634),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,RB1
ER overload response (GO:0006983),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,TP53
regulation of T-helper 2 cell differentiation (GO:0045628),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,ANXA1
"regulation of wound healing, spreading of epidermal cells (GO:1903689)",1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,MTOR
positive regulation of execution phase of apoptosis (GO:1900119),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,TP53
positive regulation of myeloid cell apoptotic process (GO:0033034),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,ANXA1
skeletal muscle tissue regeneration (GO:0043403),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,ANXA1
positive regulation of peptide secretion (GO:0002793),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,FGA
stress-induced premature senescence (GO:0090400),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,TP53
TORC1 signaling (GO:0038202),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,MTOR
myoblast migration (GO:0051451),1/8,0.021400531511072123,0.08016570070075,0,0,53.74393530997305,206.60993448840281,ANXA1
anaphase-promoting complex-dependent catabolic process (GO:0031145),2/84,0.021658325097637533,0.0808055582960051,0,0,9.317073170731708,35.706428544839426,RB1;CDK1
"transcription, DNA-templated (GO:0006351)",3/221,0.02184346920175862,0.08117033155373504,0,0,5.323259579060983,20.35536367879538,CDK7;FOXO3;TP53
glucose homeostasis (GO:0042593),2/86,0.02263084804050612,0.08350703085015163,0,0,9.094322344322345,34.453306781873835,BAD;KCNB1
anoikis (GO:0043276),1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,MTOR
negative regulation of exocytosis (GO:0045920),1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,ANXA1
regulation of DNA-templated transcription in response to stress (GO:0043620),1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,RPS6KA1
regulation of glial cell proliferation (GO:0060251),1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,CHRM1
regulation of helicase activity (GO:0051095),1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,TP53
"complement activation, classical pathway (GO:0006958)",1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,C1R
regulation of mitotic centrosome separation (GO:0046602),1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,NEK2
phosphorylation of RNA polymerase II C-terminal domain (GO:0070816),1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,CDK7
plasminogen activation (GO:0031639),1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,FGA
endothelial cell chemotaxis (GO:0035767),1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,NR4A1
positive regulation of B cell differentiation (GO:0045579),1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,CD27
"fructose 1,6-bisphosphate metabolic process (GO:0030388)",1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,PFKL
regulation of vesicle fusion (GO:0031338),1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,ANXA1
positive regulation of membrane potential (GO:0045838),1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,BAD
kinetochore assembly (GO:0051382),1/9,0.02404379708967068,0.08350703085015163,0,0,47.02358490566038,175.29819860584723,CENPA
apoptotic process (GO:0006915),3/231,0.02449635900239162,0.08350703085015163,0,0,5.087203302373581,18.86961109679792,BAD;RAF1;MTOR
positive regulation of autophagy (GO:0010508),2/90,0.024629159574069845,0.08350703085015163,0,0,8.679195804195805,32.14621536477304,BAD;FOXO3
positive regulation of supramolecular fiber organization (GO:1902905),2/91,0.02513967966881702,0.08350703085015163,0,0,8.58124459809853,31.60736531457828,RB1;VASP
positive regulation of transport (GO:0051050),2/91,0.02513967966881702,0.08350703085015163,0,0,8.58124459809853,31.60736531457828,CHRM1;ANXA1
regulation of gene expression (GO:0010468),7/1079,0.02528656583453605,0.08350703085015163,0,0,2.622221340107971,9.643171827976674,RB1;RBL2;AR;MAP2K1;TP53;ESR1;MTOR
negative regulation of mitotic cell cycle phase transition (GO:1901991),2/92,0.025654523998358342,0.08350703085015163,0,0,8.485470085470086,31.082576873519034,RB1;RBL2
regulation of ERK1 and ERK2 cascade (GO:0070372),3/238,0.026452903967662384,0.08350703085015163,0,0,4.933917396745932,17.92190893598615,FGA;MAP2K1;ERBB2
Rap protein signal transduction (GO:0032486),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,RAP1B
arachidonate transport (GO:1903963),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,ANXA1
arachidonic acid secretion (GO:0050482),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,ANXA1
regulation of attachment of spindle microtubules to kinetochore (GO:0051988),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,NEK2
negative regulation of heterotypic cell-cell adhesion (GO:0034115),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,MBP
regulation of cell-cell adhesion involved in gastrulation (GO:0070587),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,MBP
cellular response to leucine (GO:0071233),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,MTOR
cellular response to leucine starvation (GO:1990253),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,MTOR
negative regulation of telomerase activity (GO:0051974),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,TP53
regulation of high voltage-gated calcium channel activity (GO:1901841),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,CACNA2D1
regulation of long-term synaptic depression (GO:1900452),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,KCNB1
"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)",1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,TP53
positive regulation of cell activation (GO:0050867),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,RPS6KA1
fructose 6-phosphate metabolic process (GO:0006002),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,PFKL
regulation of tau-protein kinase activity (GO:1902947),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,RB1
regulation of type B pancreatic cell development (GO:2000074),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,BAD
granulocyte migration (GO:0097530),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,ANXA1
hematopoietic stem cell differentiation (GO:0060218),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,TP53
response to leucine (GO:0043201),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,MTOR
positive regulation of keratinocyte migration (GO:0051549),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,MTOR
immunoglobulin mediated immune response (GO:0016064),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,CD27
positive regulation of T cell apoptotic process (GO:0070234),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,TP53
positive regulation of transcription of nucleolar large rRNA by RNA polymerase I (GO:1901838),1/10,0.026680055532623963,0.08350703085015163,0,0,41.79664570230608,151.46431378315344,MTOR
nucleosome organization (GO:0034728),2/94,0.02669708090688378,0.08350703085015163,0,0,8.300167224080267,30.07317459219205,H3C13;H2BC3
regulation of cell cycle phase transition (GO:1901987),2/95,0.027224741521093776,0.08458790927456895,0,0,8.210504549214226,29.58761315521645,CDK1;TP53
ciliary basal body-plasma membrane docking (GO:0097711),2/95,0.027224741521093776,0.08458790927456895,0,0,8.210504549214226,29.58761315521645,CDK1;NEK2
regulation of neuron apoptotic process (GO:0043523),2/98,0.028832942410493157,0.08582245243465714,0,0,7.952724358974359,28.20224308079517,KCNB1;FOXO3
actin filament depolymerization (GO:0030042),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,CFL1
rDNA heterochromatin assembly (GO:0000183),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,H3C13
regulation of calcium ion transmembrane transport via high voltage-gated calcium channel (GO:1902514),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,CACNA2D1
B cell mediated immunity (GO:0019724),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,CD27
regulation of cytoplasmic transport (GO:1903649),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,MAP2K1
negative regulation of T-helper cell differentiation (GO:0045623),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,ANXA1
nucleus localization (GO:0051647),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,MTOR
"DNA damage response, signal transduction resulting in transcription (GO:0042772)",1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,TP53
positive regulation by host of viral process (GO:0044794),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,CFL1
regulation of stress-activated protein kinase signaling cascade (GO:0070302),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,MAP2K1
Golgi inheritance (GO:0048313),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,CDK1
positive regulation of integrin activation (GO:0033625),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,RAP1B
positive regulation of leukocyte apoptotic process (GO:2000108),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,ANXA1
humoral immune response mediated by circulating immunoglobulin (GO:0002455),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,C1R
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,TP53
mitochondrial transcription (GO:0006390),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,FOXO3
protein kinase C-activating G protein-coupled receptor signaling pathway (GO:0007205),1/11,0.02930932497110778,0.08582245243465714,0,0,37.61509433962264,132.7756240232595,CHRM1
response to UV (GO:0009411),2/99,0.02937733032747144,0.08582245243465714,0,0,7.870340999206978,27.76287956322896,TP53;CDC25A
positive regulation of translation (GO:0045727),2/100,0.02992583628203801,0.08673824045214278,0,0,7.789638932496075,27.33410071093129,ERBB2;MTOR
epithelial cell differentiation (GO:0030855),2/101,0.03047843496490558,0.08673824045214278,0,0,7.710567210567211,26.915553738733543,ANXA1;CDK1
positive regulation of cell growth (GO:0030307),2/102,0.03103510116204576,0.08673824045214278,0,0,7.633076923076923,26.50690091600009,RPS6KA1;ERBB2
intrinsic apoptotic signaling pathway (GO:0097193),2/102,0.03103510116204576,0.08673824045214278,0,0,7.633076923076923,26.50690091600009,BAD;TP53
mitotic sister chromatid segregation (GO:0000070),2/102,0.03103510116204576,0.08673824045214278,0,0,7.633076923076923,26.50690091600009,RB1;CDK1
regulation of transcription by RNA polymerase II (GO:0006357),11/2206,0.03154645003916409,0.08673824045214278,0,0,2.068771520898448,7.150283039618965,RB1;AR;NR4A1;CDK7;RPS6KA1;ERBB2;ERF;CDK1;FOXO3;TP53;ESR1
cellular response to organonitrogen compound (GO:0071417),2/103,0.03159580977714601,0.08673824045214278,0,0,7.557121096725057,26.107818779205395,RAP1B;MTOR
chromatin remodeling (GO:0006338),2/103,0.03159580977714601,0.08673824045214278,0,0,7.557121096725057,26.107818779205395,RB1;ESR1
negative regulation of gene silencing by miRNA (GO:0060965),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,ESR1
carboxylic acid catabolic process (GO:0046395),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,BCKDK
negative regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903799),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,ESR1
chromatin assembly or disassembly (GO:0006333),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,TP53
regulation of keratinocyte migration (GO:0051547),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,MTOR
regulation of sister chromatid cohesion (GO:0007063),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,RB1
replicative senescence (GO:0090399),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,TP53
positive regulation of metaphase/anaphase transition of cell cycle (GO:1902101),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,RB1
positive regulation of mitotic metaphase/anaphase transition (GO:0045842),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,RB1
positive regulation of mitotic sister chromatid separation (GO:1901970),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,RB1
urogenital system development (GO:0001655),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,ANXA1
mitotic G1/S transition checkpoint signaling (GO:0044819),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,TP53
mitotic nuclear membrane disassembly (GO:0007077),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,CDK1
modulation by host of viral process (GO:0044788),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,CFL1
mRNA transcription (GO:0009299),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,TP53
protein localization to condensed chromosome (GO:1903083),1/12,0.03193162350337226,0.08673824045214278,0,0,34.19382504288165,117.768950701619,CDK1
regulation of insulin secretion (GO:0050796),2/104,0.032160535799861306,0.08710535789525117,0,0,7.482654600301659,25.717997405781645,BAD;KCNB1
positive regulation of cell differentiation (GO:0045597),3/258,0.03249339478959638,0.08775105744050885,0,0,4.542329873125721,15.565285571075194,AR;RPS6KA1;MTOR
nucleotide-excision repair (GO:0006289),2/105,0.03272925432536619,0.08787710193140229,0,0,7.409634055265124,25.337139719507565,CDK7;TP53
positive regulation of cellular metabolic process (GO:0031325),2/105,0.03272925432536619,0.08787710193140229,0,0,7.409634055265124,25.337139719507565,CDK1;TP53
regulation of cell cycle process (GO:0010564),2/106,0.03330194056047259,0.08839286508765438,0,0,7.33801775147929,24.964960840949882,NEK2;CDC25C
cellular response to peptide hormone stimulus (GO:0071375),2/106,0.03330194056047259,0.08839286508765438,0,0,7.33801775147929,24.964960840949882,NR4A1;PRKACG
small GTPase mediated signal transduction (GO:0007264),2/106,0.03330194056047259,0.08839286508765438,0,0,7.33801775147929,24.964960840949882,RB1;TP53
positive regulation of protein serine/threonine kinase activity (GO:0071902),2/106,0.03330194056047259,0.08839286508765438,0,0,7.33801775147929,24.964960840949882,MAP2K1;ERBB2
negative regulation of macromolecule biosynthetic process (GO:0010558),1/13,0.03454696920988076,0.08915037332216452,0,0,31.342767295597483,105.4820602978719,AR
regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000341),1/13,0.03454696920988076,0.08915037332216452,0,0,31.342767295597483,105.4820602978719,MBP
regulation of membrane repolarization (GO:0060306),1/13,0.03454696920988076,0.08915037332216452,0,0,31.342767295597483,105.4820602978719,CACNA2D1
positive regulation of calcium ion-dependent exocytosis (GO:0045956),1/13,0.03454696920988076,0.08915037332216452,0,0,31.342767295597483,105.4820602978719,KCNB1
glucan biosynthetic process (GO:0009250),1/13,0.03454696920988076,0.08915037332216452,0,0,31.342767295597483,105.4820602978719,GYS2
glycogen biosynthetic process (GO:0005978),1/13,0.03454696920988076,0.08915037332216452,0,0,31.342767295597483,105.4820602978719,GYS2
high-density lipoprotein particle assembly (GO:0034380),1/13,0.03454696920988076,0.08915037332216452,0,0,31.342767295597483,105.4820602978719,PRKACG
icosanoid secretion (GO:0032309),1/13,0.03454696920988076,0.08915037332216452,0,0,31.342767295597483,105.4820602978719,ANXA1
kinetochore organization (GO:0051383),1/13,0.03454696920988076,0.08915037332216452,0,0,31.342767295597483,105.4820602978719,CENPA
mitochondrial outer membrane permeabilization (GO:0097345),1/13,0.03454696920988076,0.08915037332216452,0,0,31.342767295597483,105.4820602978719,BAD
activation of cysteine-type endopeptidase activity (GO:0097202),1/14,0.03715538012271022,0.09354294887262274,0,0,28.93033381712627,95.25736807729456,BAD
calcium ion import across plasma membrane (GO:0098703),1/14,0.03715538012271022,0.09354294887262274,0,0,28.93033381712627,95.25736807729456,CACNA2D1
nuclear membrane disassembly (GO:0051081),1/14,0.03715538012271022,0.09354294887262274,0,0,28.93033381712627,95.25736807729456,CDK1
peptidyl-serine dephosphorylation (GO:0070262),1/14,0.03715538012271022,0.09354294887262274,0,0,28.93033381712627,95.25736807729456,PPP2CB
